作品名称,女女关系层级,百合归档结论,女女恋爱位置,女女关系最高明确度,关系构成,身份依据类型,官方字面百合／GL,官方女女恋爱表述,官方来源层级,官方来源位置,阅读层级,男性恋爱线,内容提示,Bangumi 条目状态,Bangumi Rank,Bangumi 百合标记比例,Bangumi 维基百合公共标签,Anime-Planet GL 标签,AniList Yuri 相关度,MyAnimeList Girls Love 标签
魔法少女奈叶 Reflection,主线,文类内百合,缺席,非恋爱,多组异质关系,范围内没有性取向身份依据,所核未见,所核未见,范围内版本,故事／角色页、可见宣传,正篇事实／强推断／读者解读,无,星球灾害、父亲病危、姐妹冲突、欺骗与利用、控制、复仇、儿童战斗、前篇悬念。,有可对应条目,2325,0.09090909090909091,有,无,60,无
侦探歌剧 少女福尔摩斯,主线,文类内百合,缺席,非恋爱,多组异质关系,范围内没有性取向身份依据,所核未见,所核未见,范围内版本,故事／角色页、可见宣传,正篇事实／强推断,副线,饥饿与居住惩罚、打闹暴力、非自愿身体接触、脱衣和胸部笑料、男性性骚扰、暴露、活埋及溺水险境。,有可对应条目,2387,0.05593451568894952,有,无,0,无
强袭魔女,主线,文类内百合,重要副线,潜在恋爱,多组异质关系,只有关系性质推断，无身份自述,所核未见,所核未见,—,—,正篇事实／强推断／读者解读,副线,战争与空战、未成年角色参战、负伤与推定死亡、丧亲和战时分离、频繁裸体与内衣式服装、身体凝视、侵入性触摸和浴室服务性内容。,有可对应条目,2390,0.0959792477302205,有,无,68,无
结城友奈是勇者 -鹫尾须美之章- 第1章 朋友,主线,文类内百合,局部,明确女女恋爱欲望,多组异质关系,只有明确关系／欲望事实，无身份自述,所核未见,所核未见,范围内版本,故事／角色页、可见宣传,正篇事实／强推断／读者解读,无,小学六年级少女承担战斗职责、受伤与组织压力；含温泉和身体发育笑料。,有可对应条目,2392,0.09755301794453507,有,无,0,无
魔法少女小圆 新作概念视频,主线,文类外百合阅读,主线,潜在恋爱,多组异质关系,只有关系性质推断，无身份自述,所核未见,所核未见,企划、范围内版本,出版渠道、可见宣传,正篇事实／强推断／读者解读,无,碎片化概念叙事、抽象神性意象、魔法少女战斗与不安氛围。,有可对应条目,2396,0.04831404126824358,有,无,0,无
天体的秩序 另一个愿望,主线,文类内百合,主线,明确女女恋爱欲望,多组异质关系,只有明确关系／欲望事实，无身份自述,所核未见,所核未见,范围内版本,可见宣传,正篇事实／强推断／读者解读,无,离别焦虑、排斥朋友的尝试、情绪痛苦、归属冲突、暂时消失与重逢,有可对应条目,2423,0.08073654390934844,有,无,0,无
魔女猎人,主线,文类内百合,主线,潜在恋爱,多组异质关系,只有关系性质推断，无身份自述,所核未见,所核未见,范围内版本,故事／角色页、可见宣传,正篇事实／强推断／读者解读,并列,枪击与死亡、人体实验和精神操纵、跟踪与占有式控制、非自愿亲吻、绑架与拘束、研究者／受试者权力差、要求亲近者开枪及短暂死亡、丧亲与针对性别不合规范人物的贬称。,有可对应条目,2424,0.12911981388134935,有,无,72,无
读或死 TV,主线,文类内百合,重要副线,潜在恋爱,多组异质关系,只有关系性质推断，无身份自述,所核未见,所核未见,企划、范围内版本,出版渠道、可见宣传,正篇事实＋强推断＋读者解读,副线,超能力战斗、枪击、爆炸、记忆与身份被操纵；校园离别、创伤及异性恋人背景。,有可对应条目,2427,0.055836139169472505,有,无,0,无
邪神与厨二病少女,主线,文类内百合,重要副线,明确女女恋爱欲望,多组异质关系,只有明确关系／欲望事实，无身份自述,所核未见,是,范围内版本,故事／角色页,正篇事实＋强推断,无,反复谋杀、肢解、酷刑与出血笑料；强制召唤与同居；跟踪、绑走、占有式骚扰和警权滥用；经济剥削与赌博；无家可归、饥饿；裸露、泳装及性化笑料。,有可对应条目,2441,0.07591024293750387,有,无,10,无
Estab-Life Great Escape,主线,文类内百合,重要副线,明确女女恋爱欲望,多组异质关系,只有明确关系／欲望事实，无身份自述,所核未见,是,范围内版本,访谈／评论、故事／角色页、可见宣传,正篇事实／强推断,无,枪战、威权控制、自杀笑话、身体笑料与带强迫意味的亲密幻想,有可对应条目,2442,0.06642512077294686,无,无,0,无
A频道+smile,主线,文类内百合,缺席,非恋爱,多组异质关系,范围内没有性取向身份依据,所核未见,所核未见,范围内版本,故事／角色页、可见宣传,正篇事实／强推断／读者解读,无,病中照料、喂食、擦拭身体玩笑、同学调侃与轻微身体笑料。,有可对应条目,2453,0.11583372255955161,有,无,0,无
百合星人奈绪子 OVA,主线,文类内百合,主线,明确女女恋爱欲望,多组异质关系,只有明确关系／欲望事实，无身份自述,是,是,范围内版本,故事／角色页、可见宣传,正篇事实、强推断、读者解读,无,露骨性双关、色情书与性工作笑料、未成年少女性化、冒充亲属、边界侵犯、非自愿干预与长期昏睡。,有可对应条目,2457,0.11063218390804598,有,无,68,有
憧憬成为魔法少女,主线,文类内百合,主线,明确女女恋爱欲望,多组异质关系,只有明确关系／欲望事实，无身份自述,所核未见,所核未见,—,—,正篇事实＋强推断＋读者解读,无,初中年龄角色被持续性化；非自愿束缚、剥衣、猥亵及乳房／生殖器刺激；封闭房间中的胁迫亲吻和性行为；施虐、受虐、羞辱与高潮反应；触手、怪物袭击和公开暴露；勒索变身、身份威胁、精神控制、幼儿化角色扮演、战斗伤害和城市破坏。,有可对应条目,2468,0.1371922273561618,有,有,95,有
狂赌之渊,主线,文类内百合,缺席,非恋爱,多组异质关系,范围内没有性取向身份依据,所核未见,所核未见,—,—,正篇事实／强推断／读者解读,无,强迫赌博、债务与制度性奴役、羞辱与霸凌、枪械与求死欲望、性化支配和受虐、拔指甲与流血、强制婚育和职业安排。,有可对应条目,2472,0.01572965293281916,有,无,0,无
死后文,主线,文类外百合阅读,缺席,非恋爱,多组异质关系,范围内没有性取向身份依据,所核未见,所核未见,范围内版本,访谈／评论、故事／角色页,正篇事实＋读者解读,副线,性别未确认的非人搭档另有单向潜在恋爱读法；自杀与自杀未遂、未成年人死亡、家庭暴力、儿童性剥削与被迫拍摄、谋杀与枪击、校园霸凌、解离身份与污名、昏迷、媒体骚扰、动物死亡、忽视与遗弃。,有可对应条目,2494,0.017556801416347006,无,无,0,无
为美好的世界献上爆焰！,主线,文类内百合,主线,明确女女恋爱欲望,多组异质关系,只有明确关系／欲望事实，无身份自述,所核未见,所核未见,—,—,正篇事实＋强推断,副线,未成年人遭成人性化凝视与纠缠；男性角色的跟踪、偷窥和婚姻妄想；贫困与食物短缺；校园孤立与利用；魔物袭击、战斗、受伤及爆炸；邪教笑料、宗教操控和低俗性笑话。,有可对应条目,2501,0.002700019853087155,无,无,0,无
+模型姐妹,主线,文类内百合,缺席,非恋爱,多组异质关系,范围内没有性取向身份依据,所核未见,所核未见,—,—,正篇事实＋公共标签用途判断,副线,夸张肢体暴力、威胁、强行剥衣与身体边界侵犯、内衣和局部裸露笑料、同性身体骚扰、未定对象暗恋／失恋、男朋友与异性求偶笑话、身材与青春期羞辱、粗俗语言及生殖器笑话。,有可对应条目,2546,0.03913419913419913,有,无,0,无
迷你龙小剧场,主线,文类内百合,重要副线,明确女女恋爱欲望,多组异质关系,只有明确关系／欲望事实，无身份自述,所核未见,所核未见,范围内版本,可见宣传,正篇事实／强推断,无,含共同生活、配偶与生育笑料、儿童角色的单向对象明确欲望及竞争性喜剧；未做画面复核。,有可对应条目,2585,0.07523009203681473,有,有,70,无
Slow Start,主线,文类内百合,重要副线,明确女女恋爱欲望,多组异质关系,只有明确关系／欲望事实，无身份自述,所核未见,所核未见,—,—,正篇事实／强推断／读者解读,无,师生年龄与职权差、教师查看学生衣物的越界笑料、未成年角色的泳装与身体笑料、社交焦虑、升学中断、饮酒照护。,有可对应条目,2587,0.13278280246428104,有,无,40,无
邻家索菲,主线,文类内百合,主线,明确女女恋爱欲望,多组异质关系,只有明确关系／欲望事实，无身份自述,所核未见,所核未见,—,—,正篇事实／强推断／读者解读,无,未经邀请搬入、反复试探边界、拒绝后吸血、秘密搬运导致阳光与海水风险、洗浴与身体笑料、针对年轻女性的性化评论、装病延长照料、占有欲与嫉妒。,有可对应条目,2591,0.1314189189189189,有,无,88,无
红白黑黄 第三季,主线,文类内百合,重要副线,潜在恋爱,多组异质关系,只有关系性质推断，无身份自述,所核未见,所核未见,范围内版本,可见宣传,正篇事实＋强推断＋读者解读,并列,战斗、角色死亡、肢体重伤、失去手臂、Faunus 歧视、心理操纵、前盟友占有与暴力、异性求偶语境。,有可对应条目,2594,0.048328488372093026,有,无可对应条目,无可对应条目,无可对应条目
Princess Principal Crown Handler 第1章,主线,文类内百合,重要副线,潜在恋爱,多组异质关系,只有关系性质推断，无身份自述,所核未见,所核未见,范围内版本、原作,故事／角色页,正篇事实、强推断、读者解读,无,枪械、拘留与营救、审讯、政治暴力、身份隐瞒、尸体发现与未完调查。,有可对应条目,2596,0.10837138508371386,有,无,0,无
A频道 来吃火锅吧,主线,文类内百合,重要副线,潜在恋爱,多组异质关系,只有关系性质推断，无身份自述,所核未见,所核未见,范围内版本,可见宣传,正篇事实／强推断／读者解读,无,夸张想念与寻找、暗锅恶作剧、饮食与体重笑料、校园群像日常,有可对应条目,2622,0.1097770154373928,有,无,0,无
侦探歌剧 少女福尔摩斯 夏季特别篇,主线,文类内百合,主线,潜在恋爱,多组异质关系,只有关系性质推断，无身份自述,所核未见,所核未见,范围内版本,出版渠道、故事／角色页、可见宣传,正篇事实／强推断／读者解读,无,绑架与强迫偶像出道、商业利用、喜剧性追逐与战斗、职业选择冲突,有可对应条目,2632,0.081374321880651,有,无,0,无
雾尾粉丝俱乐部,主线,文类内百合,主线,明确女女恋爱欲望,多组异质关系,只有明确关系／欲望事实，无身份自述,所核未见,所核未见,—,—,正篇事实／强推断／读者解读,并列,童年好友病逝与哀伤、拒学和负罪感、跟踪拍摄及个人边界侵犯笑料、涉及高中生的体液／排泄／性暗示笑料、诅咒与受伤幻想、单恋与拒绝,有可对应条目,2647,0.04204625087596356,无,无,58,无
战姬绝唱SYMPHOGEAR G,主线,文类内百合,主线,明确女女恋爱欲望,多组异质关系,只有明确关系／欲望事实，无身份自述,所核未见,是,范围内版本,故事／角色页、可见宣传,正篇事实／强推断／读者解读,无,高强度战斗、身体与精神控制、重伤与死亡、姐妹失去、灾难威胁、实验和政治阴谋。,有可对应条目,2668,0.09349486436660522,有,无,100,无
赛马娘 Pretty Derby,主线,文类内百合,缺席,非恋爱,多组异质关系,范围内没有性取向身份依据,所核未见,所核未见,—,—,正篇事实／强推断／读者解读,无,赛场严重骨折与急救、长期复健和再次受伤恐惧、过量训练、体重与节食笑料、男性训练师未经同意触碰腿部的性骚扰笑料、主人公出生母亲去世。,有可对应条目,2679,0.06520143532865764,有,无,0,无
小鸟之翼 高尔夫少女 第二季,主线,文类内百合,主线,明确女女恋爱欲望,多组异质关系,只有明确关系／欲望事实，无身份自述,所核未见,所核未见,范围内版本,故事／角色页、可见宣传,正篇事实／强推断／读者解读,副线,犯罪与丑闻、职业赛事压力、身体不适与医疗风险、家族冲突。,有可对应条目,2687,0.14431725265739984,有,无,0,无
